"locator_domain","location_name","street_address","city","state","zip","country_code","store_number","phone","location_type","latitude","longitude","hours_of_operation"
"https://www.bigotires.com","1201 S Central Ave","1201 S Central Ave","Glendale","CA","91204","US","27100002","818  548 1788","Big O Tires, your auto service experts","34.132126","-118.257822","Mon:08:00 AM-06:00 PMTue:08:00 AM-06:00 PMWed:08:00 AM-06:00 PMThu:08:00 AM-06:00 PMFri:08:00 AM-06:00 PMSat:08:00 AM-05:00 PMSun:09:00 AM-04:00 PM"
"https://www.bigotires.com","11470 Gateway Blvd","11470 Gateway Blvd","Los Angeles","CA","90064","US","26900143","3104794899","Big O Tires, your auto service experts","34.033201","-118.441374","Mon:08:00 AM-06:00 PMTue:08:00 AM-06:00 PMWed:08:00 AM-06:00 PMThu:08:00 AM-06:00 PMFri:08:00 AM-06:00 PMSat:08:00 AM-05:00 PMSun:09:00 AM-04:00 PM"
"https://www.bigotires.com","13920 Valley View Ave","13920 Valley View Ave","La Mirada","CA","90638","US","26900165","5629465855","Big O Tires, your auto service experts","33.90384","-118.02844","Mon:08:00 AM-06:00 PMTue:08:00 AM-06:00 PMWed:08:00 AM-06:00 PMThu:08:00 AM-06:00 PMFri:08:00 AM-06:00 PMSat:08:00 AM-05:00 PMSun:09:00 AM-04:00 PM"
"https://www.bigotires.com","501 S Vincent Ave","501 S Vincent Ave","West Covina","CA","91790","US","26900173","6263370100","Big O Tires, your auto service experts","34.06669","-117.92805","Mon:07:00 AM-06:00 PMTue:07:00 AM-06:00 PMWed:07:00 AM-06:00 PMThu:07:00 AM-06:00 PMFri:07:00 AM-06:00 PMSat:08:00 AM-05:00 PMSun:09:00 AM-04:00 PM9/2: Closed"
"https://www.bigotires.com","1181 E Pacific Coast Hwy","1181 E Pacific Coast Hwy","Long Beach","CA","90806","US","26900147","562  489 2000","Big O Tires, your auto service experts","33.79013","-118.176762","Mon:08:00 AM-06:00 PMTue:08:00 AM-06:00 PMWed:08:00 AM-06:00 PMThu:08:00 AM-06:00 PMFri:08:00 AM-06:00 PMSat:08:00 AM-06:00 PMSun:09:00 AM-04:00 PM9/2: Closed"
"https://www.bigotires.com","18440 Ventura Blvd","18440 Ventura Blvd","Tarzana","CA","91356","US","26900141","8188818414","Big O Tires, your auto service experts","34.168021","-118.534788","Mon:07:30 AM-06:00 PMTue:07:30 AM-06:00 PMWed:07:30 AM-06:00 PMThu:07:30 AM-06:00 PMFri:07:30 AM-06:00 PMSat:07:30 AM-05:00 PMSun: Closed"
"https://www.bigotires.com","6052 Cerritos Ave","6052 Cerritos Ave","Cypress","CA","90630","US","26900164","7148266334","Big O Tires, your auto service experts","33.80958","-118.026387","Mon:07:30 AM-06:00 PMTue:07:30 AM-06:00 PMWed:07:30 AM-06:00 PMThu:07:30 AM-06:00 PMFri:07:30 AM-06:00 PMSat:07:30 AM-05:00 PMSun: Closed"
"https://www.bigotires.com","210 N Brea Blvd","210 N Brea Blvd","Brea","CA","92821","US","26900134","7145297602","Big O Tires, your auto service experts","33.921711","-117.897165","Mon:08:00 AM-06:00 PMTue:08:00 AM-06:00 PMWed:08:00 AM-06:00 PMThu:08:00 AM-06:00 PMFri:08:00 AM-06:00 PMSat:08:00 AM-05:00 PMSun:09:00 AM-04:00 PM"
"https://www.bigotires.com","21311 Vanowen St","21311 Vanowen St","Canoga Park","CA","91303","US","26900163","8188849497","Big O Tires, your auto service experts","34.194142","-118.596422","Mon:08:00 AM-06:00 PMTue:08:00 AM-06:00 PMWed:08:00 AM-06:00 PMThu:08:00 AM-06:00 PMFri:08:00 AM-06:00 PMSat:08:00 AM-05:00 PMSun:10:00 AM-04:00 PM9/2: Closed"
"https://www.bigotires.com","2021 E La Palma Road","2021 E La Palma Road","Anaheim","CA","92806","US","26900174","7145020644","Big O Tires, your auto service experts","33.847599","-117.887124","Mon:07:30 AM-06:00 PMTue:07:30 AM-06:00 PMWed:07:30 AM-06:00 PMThu:07:30 AM-06:00 PMFri:07:30 AM-06:00 PMSat:07:30 AM-05:00 PMSun: Closed"
"https://www.bigotires.com","17111 Imperial Hwy","17111 Imperial Hwy","Yorba Linda","CA","92886","US","26900136","714  579 7966","Big O Tires, your auto service experts","33.901305","-117.834855","Mon:08:00 AM-06:00 PMTue:08:00 AM-06:00 PMWed:08:00 AM-06:00 PMThu:08:00 AM-06:00 PMFri:08:00 AM-06:00 PMSat:08:00 AM-05:00 PMSun:09:00 AM-04:00 PM"
"https://www.bigotires.com","1825 E Katella Ave","1825 E Katella Ave","Orange","CA","92867","US","26900145","714  538 0016","Big O Tires, your auto service experts","33.80976","-117.834166","Mon:07:00 AM-07:00 PMTue:07:00 AM-07:00 PMWed:07:00 AM-07:00 PMThu:07:00 AM-07:00 PMFri:07:00 AM-07:00 PMSat:07:00 AM-07:00 PMSun:08:00 AM-06:00 PM9/2: Closed"
